type,size,locality,price
1,26,2,9000
10,189,2,53700
6,81,2,30000
6,82,2,27000
1,30,0,10000
5,78,1,25800
3,91,2,25000
2,50,0,13900
3,56,9,20000
2,40,8,11500
3,60,5,23000
3,82,1,30000
3,51,4,17000
1,21,1,11000
5,62,8,20000
3,69,1,19000
5,80,9,23000
4,57,6,16800
4,78,8,15500
1,42,9,12000
1,43,9,14500
6,69,1,14200
6,87,2,30000
12,94,5,39000
4,85,6,27000
6,96,1,45000
8,152,6,48000
3,68,1,40000
7,227,3,119000
5,84,5,30000
7,105,0,35000
3,45,5,17000
5,85,3,32000
3,68,1,15500
5,102,2,34000
5,90,9,24000
12,75,1,25000
3,106,1,34000
4,65,2,24000
4,86,9,24000
1,60,6,19000
3,42,0,16000
4,69,2,22000
4,73,1,30000
5,95,3,26500
4,60,2,20000
9,139,6,35000
3,53,6,15500
5,67,4,14500
7,124,1,53000
4,62,2,20000
4,62,2,20000
8,125,2,38000
5,76,6,30000
1,30,3,17500
1,41,1,10990
3,47,7,16000
1,41,0,13500
3,77,5,18000
3,40,2,18000
3,44,8,14000
1,38,5,12000
2,61,8,15000
3,46,1,13000
6,105,5,22000
6,130,1,54500
,204,1,60000
1,41,0,14999
1,26,0,9800
2,45,1,14000
4,70,8,12000
3,73,7,28000
1,40,3,14900
6,74,8,25000
6,81,1,23000
10,225,1,55000
3,67,1,17000
10,225,1,55000
7,150,0,48000
3,58,1,17500
7,108,8,30000
5,104,6,39000
3,54,5,22000
5,85,2,27000
2,40,5,14000
3,46,1,13500
1,38,3,10900
3,59,0,18900
7,155,0,45000
6,87,3,18000
2,40,1,13000
1,20,2,11000
2,37,7,12500
5,138,1,50000
3,58,2,27000
3,39,2,19000
8,93,6,30000
3,66,9,15000
6,115,1,48000
6,110,1,45000
6,112,1,42000
6,116,5,32500
3,50,2,21000
5,120,0,25000
6,116,5,32500
3,50,9,12900
3,61,1,17000
3,45,8,10000
5,94,6,26000
3,48,5,13500
5,74,1,35000
3,55,9,12800
3,58,5,17000
3,54,0,18000
6,68,0,37000
2,41,0,17500
5,56,1,14990
3,50,4,20000
1,33,9,12000
7,120,5,45000
3,46,0,17000
4,52,0,13500
5,96,0,23000
5,90,6,25000
3,69,0,23000
2,45,2,20000
5,91,6,36000
1,69,6,23000
1,21,1,12000
5,117,4,80000
7,84,5,21000
5,122,6,44000
3,52,5,25000
5,91,6,38000
9,250,6,45000
8,153,6,62000
5,76,5,24500
5,140,5,27000
7.0,182.0,4.0,
5,121,5,48000
6,95,5,29000
4,127,1,50000
4,105,4,19800
1,37,2,17500
1,31,1,12500
3,54,4,13000
8,147,2,58000
1,32,6,10000
5,111,5,23000
6,90,4,19000
5,86,4,18000
5,95,4,44900
6,120,1,27000
3,62,2,26000
6,121,5,29000
6,56,9,15000
2,55,1,12500
4,54,7,18000
3,45,5,14500
6,115,2,42000
4,52,9,14900
5,63,1,30000
3,45,4,14600
1,41,2,22000
3,54,2,22000
3,76,2,32000
1,42,3,16800
3,55,1,16900
1,19,8,11500
12,140,5,27000
5,90,7,26900
1,36,1,13700
5,90,0,22000
1,25,9,10000
5,75,3,19000
1,40,4,16500
3,42,8,13500
5,157,5,23000
3,48,1,12900
1,100,5,22000
2,35,3,16000
3,100,5,22000
3,71,5,19000
3,38,5,13000
1,42,4,18000
5,100,0,20000
7,130,2,49500
3,50,1,20000
3,100,4,23263
3,49,7,16500
1,50,4,15790
5,115,4,23571
1,37,9,11500
1,30,2,23000
5,84,6,25000
2,33,8,15000
4,56,7,15000
3,58,8,21000
5,67,1,15500
12,62,4,16000
6,85,6,22000
3,63,0,22000
1,40,0,11500
5,85,4,30000
3,57,0,17900
3,47,5,15000
5,68,5,17900
4,60,1,16000
3,45,6,18000
6,70,6,20000
10,130,0,41000
6,99,0,25490
6,110,1,35000
4,83,1,32000
3,54,8,14900
3,48,4,12500
3,68,0,16900
5,62,0,19500
3,58,2,27000
5,110,2,40000
9,142,7,50000
3,34,2,22000
5,107,2,55000
3,42,4,12500
3,45,8,20000
7,106,6,42000
3,38,2,21000
6,107,2,38000
6,94,5,42000
6,73,1,36400
5,74,5,23000
3,48,2,24000
5,77,2,28000
4,56,8,16800
7,125,0,21000
3,47,2,18500
5,108,2,60000
8,132,1,40000
,280,2,65000
3,48,2,24000
4,54,7,18000
3,77,1,38000
3,72,9,20000
4,58,1,18000
3,45,2,15500
3,42,8,16500
6,72,5,23000
2,40,7,15500
6,144,2,58000
,200,5,79900
6,87,2,30000
6,103,2,39000
6,73,1,36400
6,94,5,42000
1,37,3,13900
8,195,0,75000
6,108,2,38000
5,93,3,45177
9,181,5,57920
3,45,6,14500
3,45,6,14500
3,42,0,14500
9,240,7,69800
5,100,6,22000
5,157,2,33000
4,62,1,17000
2,32,4,12000
6,114,1,35000
4,68,3,18500
8,140,2,60000
3,67,9,17000
4,92,3,23000
3,45,9,13500
5,77,9,20500
5,89,2,30000
5,90,5,24000
7,99,1,21000
2,32,0,12900
7,96,7,22540
7,87,6,25000
3,61,3,20000
2,30,4,13000
4,53,0,17000
4,42,1,16500
9,142,7,50000
6,95,4,19000
3,65,3,22000
1,23,2,19900
5,97,8,19999
1,16,1,20000
3,43,5,13000
3,57,8,23750
3,53,0,14900
10,182,1,67000
1,35,8,17650
3,63,8,26400
3,59,5,18900
2,30,2,10000
6,86,9,23000
1,44,8,11000
1,42,5,14900
5,78,3,21000
3,57,9,19000
2,51,2,18000
3,55,5,17500
7,109,2,33000
4,76,5,21000
4,50,6,16000
4,63,0,20000
3,50,6,15000
2,55,1,17500
3,52,4,20000
5,100,1,42000
7,118,1,53000
4,90,6,19000
3,53,8,23000
3,47,1,15000
6,97,9,16000
4,52,9,10000
5,71,5,17100
7,75,1,20000
11,36,4,5000
3,51,9,14000
5,140,5,27000
3,40,0,11900
3,35,9,11900
3,36,4,11000
5,97,2,38000
7,75,8,20000
5,82,8,30000
4,80,6,19990
5,71,4,19950
2,33,4,13500
2,34,2,14000
1,36,4,13000
1,55,5,14850
7,120,1,53000
3,56,8,23000
3,42,1,12000
3,67,3,21000
3,58,1,16000
3,70,5,21990
1,43,5,13000
5,95,3,22800
1,28,9,11800
4,70,0,25000
5,85,5,29500
1,38,5,11800
4,52,4,16500
6,111,7,30000
8,305,0,50000
6,81,2,30000
3,42,9,24000
5,84,2,30500
1,56,9,15700
1,57,9,15700
3,59,5,18000
1,57,7,18000
4,64,5,16000
5,75,6,16500
1,36,9,12000
8,85,8,19900
4,55,9,16000
3,111,1,20000
5,78,9,23000
3,45,8,13900
4,75,2,24000
3,50,2,21000
1,29,3,2900000
3,54,5,17900
5,105,1,28000
6,81,2,30000
1,20,3,12900
1,35,3,15000
1,28,3,13900
1,9,5,12000
3,72,9,20000
4,70,4,16000
12,240,1,60000
1,42,1,15000
4,68,5,17000
6,65,4,16000
3,48,1,14000
1,25,6,9500
3,69,3,23000
1,41,0,12000
3,70,6,33000
5,97,6,35000
5,90,2,23000
3,65,3,18000
5,75,2,28000
1,46,4,14000
1,45,5,17500
4,55,1,14500
3,50,4,14990
5,95,5,28900
1,37,7,13000
3,65,1,21000
5,117,8,37000
3,43,5,22000
1,32,9,14000
1,46,0,16000
3,60,3,17000
3,76,1,21000
3,43,4,14000
2,50,2,21000
11,20,1,5000
7,105,4,26000
9,143,5,49500
4,52,8,15500
1,38,3,15000
3,50,8,25000
3,60,5,16500
1,62,1,13900
3,49,5,13000
7,152,6,60000
1,30,0,11900
4,54,7,18000
1,51,7,21000
1,35,6,10500
5,150,1,19500
3,61,1,16000
1,30,0,13500
1,25,2,11000
5,85,8,30000
3,47,3,19500
5,75,2,22000
5,80,5,27000
5,78,2,30500
2,40,5,17000
3,50,5,19000
1,33,5,11000
3,127,1,15000
2,40,5,17000
3,52,3,15000
5,80,5,27000
3,50,9,13900
5,84,1,32000
1,28,4,9500
3,72,2,22000
1,26,0,9500
2,28,0,17000
5,78,8,19000
7,139,4,35000
2,51,1,13900
3,50,1,22000
7,160,0,36000
1,33,0,13900
5,92,2,45000
7,183,2,70000
6,71,0,19000
3,70,4,34900
3,75,5,36000
5,80,0,24000
3,61,4,16912
3,70,5,20000
1,16,5,13700
3,44,4,14500
6,111,0,54000
2,45,6,13900
3,40,2,19900
3,50,2,14000
7,127,0,35000
1,30,3,13000
6,100,1,19000
3,37,2,18500
6,123,1,28000
5,79,7,37000
5,115,4,65000
3,60,0,18000
4,60,4,16000
3,58,2,27000
3,70,7,23000
5,110,4,70000
5,82,3,18000
9,347,3,49999
5,98,8,27999
5,118,3,42499
6,117,6,35000
3,48,2,19000
3,60,3,19900
3,72,2,27000
3,49,1,15200
1,30,4,12000
2,42,8,12000
1,27,4,10500
3,56,5,15500
5,108,1,28000
3,50,3,15000
4,70,1,25790
5,111,0,41000
3,55,2,26000
,280,2,79000
5,116,3,55277
3,48,2,24000
3,53,2,24000
4,70,5,16500
2,30,4,10300
1,30,3,17500
6,126,2,39000
5,84,0,21000
7,106,3,28000
7,184,0,45000
1,28,5,9000
5,70,6,22000
3,89,3,40233
1,32,3,15000
4,54,1,17500
7,155,1,50000
1,30,4,10300
3,117,5,33000
3,58,0,15900
3,44,0,13900
1,48,4,15000
3,45,1,22000
3,54,4,17000
4,50,9,13000
5,76,6,19500
4,68,6,19000
6,83,0,35000
3,102,5,35000
4,60,1,14500
6,72,4,16800
3,45,1,14500
7,116,0,39000
3,123,4,39800
4,55,0,15000
5,109,4,23500
3,48,5,14900
3,60,9,12000
2,50,4,15000
3,82,2,38000
7,163,2,95000
7,190,6,90000
8,181,5,52000
1,27,4,10000
5,73,2,31000
5,177,3,29990
2,27,6,11500
4,63,0,23000
1,40,9,12500
5,95,5,19500
5,90,9,24000
1,20,0,15000
3,55,4,17000
7,72,4,16900
1,32,6,11000
7,180,5,50000
1,35,2,21000
5,80,2,38000
6,56,6,17000
,146,0,50000
1,40,1,13500
3,43,1,13500
4,50,8,13000
3,64,5,25000
6,144,4,30000
5,79,3,26500
3,42,4,12500
5,111,7,41000
7,135,3,92964
6,97,1,24000
1,40,9,11500
3,58,1,18000
4,80,2,27500
5,80,6,20000
6,81,3,25000
5,65,6,21800
5,88,8,31400
7,188,2,55000
3,48,1,17000
1,30,2,14000
5,88,0,25000
7,166,5,50000
3,67,3,23000
1,50,4,13000
5,57,2,24000
3,43,4,11000
3,60,3,60220
5,110,7,41000
4,52,7,16500
4,90,3,23000
1,28,4,10200
1,35,5,11200
7,140,3,119855
4,69,1,19500
7,120,0,50000
3,48,4,14000
5,110,4,24000
3,78,8,22500
5,77,6,20000
3,48,2,18000
1,40,1,17000
5,88,2,28000
1,41,4,10000
5,88,5,30000
5,86,0,17800
3,55,5,19500
7,166,3,119855
1,41,3,13900
3,57,9,14500
3,53,4,15000
8,160,1,60000
8,181,5,54000
7,134,2,71000
3,56,6,22000
3,54,3,21800
5,70,1,30000
9,137,2,45000
3,79,3,32000
3,135,3,80000
3,66,3,30000
5,123,3,45000
8,142,2,87000
3,56,5,32000
3,55,5,28000
8,220,1,180000
8,130,1,45000
7,87,5,39000
5,73,1,36400
7,118,6,45000
7,123,2,45000
5,106,2,55000
5,99,5,33000
5,116,3,55191
5,81,5,29000
8,145,1,65000
7,126,2,71000
5,92,2,35000
5,91,2,45000
7,146,2,65000
7,110,2,60000
7,115,2,45000
6,104,1,52000
7,140,1,50000
10,194,1,69000
7,144,1,58000
,183,1,70000
9,172,1,59000
5,150,2,48000
8,203,1,90000
4,90,1,45000
8,181,5,54000
8,240,3,70000
7,174,2,45000
,290,4,65000
9,150,5,51000
8,160,1,65000
1,43,9,14000
12,87,7,23000
4,44,5,13500
3,61,5,17500
12,164,2,26000
6,72,5,14000
4,50,0,17000
3,48,6,16000
4,52,1,17000
7,164,6,60000
7,82,1,21500
6,144,6,48000
6,77,5,20000
,293,6,78000
5,90,1,24000
3,54,7,19900
6,75,6,20000
5,80,1,17000
3,68,5,22000
3,43,5,15000
12,319,6,75000
5,90,5,35000
3,78,9,23000
8,246,6,75000
3,50,3,16000
6,144,2,58000
3,50,2,26000
3,56,3,17500
3,51,5,15000
3,53,5,18000
3,70,7,22000
6,90,6,35000
6,74,6,20000
3,52,5,16000
4,93,1,49000
3,65,7,20000
5,77,1,27000
6,76,4,15500
1,24,1,15000
3,40,1,18000
5,91,4,24000
3,66,2,23400
7,116,1,53000
5,69,2,35000
3,50,2,27000
3,75,2,45000
4,78,2,27400
7,98,6,30000
3,52,1,13000
1,53,0,16000
6,144,1,49000
5,88,5,30000
3,45,5,12500
2,41,3,16000
4,48,1,12500
7,93,6,35000
4,70,3,21500
5,129,5,28000
5,68,4,20000
3,53,3,18500
3,42,9,12490
1,33,9,14000
3,75,8,22000
6,86,9,24000
7,238,8,60000
5,91,1,22000
7,166,3,119800
7,135,3,89891
3,60,5,16000
3,50,9,14000
2,43,1,22000
3,58,1,17500
6,126,1,55000
6,124,1,53000
3,57,5,22000
5,57,6,17000
7,210,5,65000
6,103,2,42000
1,40,3,16000
5,86,9,24000
3,62,8,26000
6,100,1,40000
5,85,3,32500
3,47,0,17000
4,80,6,24500
7,96,8,34000
3,41,4,13500
3,52,1,14500
7,150,4,35000
4,77,2,26900
4,78,2,27400
10,178,5,54000
6,70,9,17000
1,36,5,13900
3,62,0,22000
3,65,9,16000
3,41,2,30000
1,27,9,16000
3,47,9,14000
3,51,1,16500
7,195,7,75000
3,60,5,16000
3,70,1,35000
3,56,4,15000
5,108,6,35000
5,107,2,55000
7,157,2,60000
3,57,4,19500
5,82,0,27000
1,42,2,22000
4,75,7,21490
11,30,5,9000
12,150,0,50000
1,43,2,22000
1,42,2,22000
1,42,2,22000
3,81,2,33000
3,74,1,30000
1,40,2,22000
5,75,0,19000
6,128,1,56000
1,62,1,25000
3,108,2,45000
5,138,2,50000
1,42,2,22000
1,40,2,22000
7,124,1,53000
5,111,8,19900
5,93,4,19990
3,82,2,32000
2,46,2,22000
2,76,2,29000
3,104,2,39000
5,70,2,35000
5,100,2,42000
3,73,2,32000
3,75,2,32000
3,73,2,30000
3,72,2,28000
5,64,5,29500
5,110,0,39500
5,130,2,45000
3,49,0,19000
3,51,8,14000
3,50,5,15000
3,65,5,15990
3,114,2,39000
5,137,2,52000
3,70,2,28000
3,80,2,38000
3,75,2,30000
3,74,2,30000
3,48,5,15000
3,79,2,35000
6,144,9,26000
12,91,2,22000
7,90,0,18000
,205,0,130000
5,60,0,16000
3,79,5,17000
5,98,9,30000
6,61,1,18000
7,92,3,35000
1,11,5,15200
3,160,3,60220
3,117,2,32000
6,76,4,18000
3,58,0,17500
3,50,9,15000
3,50,1,18000
3,70,1,22500
7,164,6,63000
3,66,5,23500
9,141,5,40000
3,82,4,60000
3,76,3,18000
5,73,0,14000
1,12,5,14200
1,12,5,12700
3,53,0,15500
1,28,5,10500
3,60,0,18000
3,50,3,16900
2,30,0,10000
4,80,0,17000
6,130,4,25000
5,85,3,22000
5,88,4,27500
6,62,0,17900
3,47,1,25000
3,37,1,14000
5,92,8,23900
4,98,1,25000
4,72,1,25000
7,124,1,37000
6,63,6,21000
3,55,4,16000
3,68,5,35000
1,20,5,25000
2,30,2,16000
1,30,9,11500
3,53,3,15000
3,65,1,19000
6,84,4,20000
4,63,2,20000
6,63,6,21000
1,28,4,11000
2,36,3,12500
4,105,1,34000
3,83,0,30000
5,81,7,37000
5,109,9,25000
3,95,8,15000
6,83,5,17000
9,176,2,120000
5,93,7,41000
5,106,1,28000
3,43,1,30000
3,37,1,18000
5,82,3,25000
3,50,2,21500
3,61,9,17668
4,98,3,20900
1,22,2,16500
1,27,5,10500
3,54,9,16000
3,57,5,17000
3,89,3,39800
12,17,4,9000
1,43,4,12900
3,50,6,16000
3,50,0,17000
10,139,8,48000
5,73,6,21000
10,200,7,60000
3,73,8,32000
3,52,8,21500
5,70,1,34990
8,165,1,92000
3,42,1,16000
1,39,2,15000
12,19,4,9000
3,47,3,22000
4,85,1,37000
8,160,1,38000
7,191,3,65000
5,85,7,24000
7,109,6,45000
3,44,4,14000
3,45,4,15000
4,68,5,17500
10,202,2,105000
3,56,3,21000
10,202,2,105000
2,50,1,12000
3,52,0,20000
6,94,3,33000
3,51,5,13800
7,105,3,26500
3,73,1,45000
12,10,4,7000
6,135,2,48000
1,30,2,15000
3,66,3,26000
4,66,4,14500
7,118,4,22000
5,78,6,15000
4,56,1,26000
4,90,1,26000
5,77,6,28000
3,52,1,18000
3,72,5,27000
6,110,1,48000
4.0,66.0,8.0,
3,66,1,30000
3,49,3,19500
3,59,4,14500
,280,0,65000
1,37,9,12000
3,44,5,13500
1,26,5,12000
3,68,6,15000
,230,1,70000
3,62,1,30000
5,79,8,28000
3,42,1,13000
3,39,4,12000
3,55,1,15600
3,50,8,16000
3,43,5,12000
6,99,5,27000
8,170,1,92000
2,45,0,7800
4,55,4,23000
5,99,1,24000
7,240,4,40000
1,33,9,15000
3,55,5,35000
6,95,0,32000
6,76,1,18000
3,60,2,23000
6,117,1,28000
5,122,2,35000
5,81,5,29000
5,122,2,35000
5,110,5,39000
6,120,5,38000
3,57,5,22000
9,190,2,55000
7,101,5,30000
8,200,1,90000
5,57,6,17000
3,64,2,29000
10,162,6,55000
4,49,5,16500
6,72,5,24000
5,77,6,28000
3,50,5,32000
6,80,4,19000
5,70,2,24000
3,50,4,13500
3,64,2,23000
3,40,6,25000
6,90,3,25000
1,28,0,8500
4,78,7,19500
,386,6,100000
3,46,5,17000
3,45,5,14000
6,96,1,25000
5,110,2,26500
5,105,2,30000
3,50,2,21500
5,210,5,45000
3,49,1,14600
4,72,5,18000
6,94,5,42000
3,54,5,19000
3,57,4,13500
,211,0,42000
4,90,1,26000
6,110,1,42000
2,46,4,13800
5,143,1,50000
4,54,6,15000
3,50,2,21500
4,50,8,18000
3,60,5,17000
3,68,2,22500
3,63,9,15000
4,70,9,14000
1,38,8,10000
3,55,8,22500
5,95,4,45000
6,76,3,23000
3,57,4,20000
3,51,4,18000
6,80,0,19999
5,82,6,22000
5,100,2,45000
3,53,4,11000
6,75,2,19000
1,28,9,11000
5,93,3,34800
5,113,1,23500
5,65,0,16000
3,50,3,16900
5,79,9,21000
3,64,5,13500
3,42,9,14000
4,54,9,16000
5,50,9,18000
7,180,8,34500
4,60,1,16000
4,65,4,8300
3,55,8,17000
6,118,2,32000
1,29,1,12900
7,118,4,22000
8,110,8,25000
7,117,9,21000
5,86,2,26000
6,86,4,15000
3,45,8,20000
3,54,1,17000
11,20,9,7500
5,61,1,18000
3,66,1,35000
12,300,4,65000
3,45,5,20000
7,152,1,65000
5,138,1,40000
5,60,1,24700
4,68,4,17000
2,45,3,15000
5,105,3,31000
3,50,2,35000
5,85,1,26000
5,60,9,14000
3,52,4,17000
3,62,9,19000
1,32,5,15000
3,90,1,27000
8,165,1,92000
3,47,3,28000
5,93,7,41000
9,232,0,60000
5,183,0,49000
7,207,0,55000
7,103,3,21500
5,67,1,16000
3,65,1,35000
3,45,3,17000
1,41,5,13500
3,56,6,18000
3,50,5,31500
1,30,5,24500
7,121,1,29000
5,100,2,43000
9,201,4,39000
8,121,0,20000
1,27,1,13500
4,60,2,22000
8,120,5,27500
1,31,1,12500
3,82,1,24900
3,65,0,17000
2,70,0,13900
3,88,5,19000
4,53,1,15000
,300,0,65000
3,53,5,25000
6,110,1,50000
6,136,1,40000
8,152,6,48000
5,98,1,55000
1,37,5,18000
10,226,1,85000
8,150,1,79000
5,120,6,50000
6,110,1,55000
5,110,6,42000
4,48,1,19500
6,80,2,26000
5,83,3,35000
3,62,2,21000
6,95,2,35000
3,52,1,16000
5,80,6,20000
2,40,3,15000
3,64,9,18359
3,35,9,13000
2,35,4,19000
12,64,6,17300
3,54,1,15500
3,60,1,16500
3,60,1,19400
4,50,1,14000
3,63,1,16500
6,150,1,65000
5,115,5,36000
3,72,1,34000
7,90,7,26500
3,56,6,18000
,290,4,65000
3,65,3,18000
5,74,6,20000
6,63,6,21000
4,51,6,13000
5,80,2,52000
8,170,6,48000
8,198,6,65000
10,225,5,100000
10,200,6,67500
8,225,5,65000
4,190,5,35000
7,116,5,39000
3,53,1,15000
4,71,2,35000
3,49,1,15000
1,24,3,16000
3,60,3,15000
3,55,5,15000
5,80,7,27000
3,44,8,14990
4,95,2,24999
3,50,0,16000
2.0,46.0,4.0,
2.0,45.0,4.0,
4.0,57.0,4.0,
8,220,1,150000
5,93,3,60194
,280,2,65000
4,49,7,15000
3,70,7,24500
4.0,62.0,4.0,
2.0,33.0,4.0,
5,109,4,45000
3,40,0,16000
3.0,43.0,4.0,
3,58,5,32000
1,48,8,13000
5,98,8,40000
7.0,190.0,0.0,
1,42,1,16000
5,103,2,39000
3,53,0,14500
4,60,1,15500
3,43,3,20500
7,168,2,59000
5,70,2,24000
1,46,5,10000
3,67,7,21800
7,111,1,39000
3,64,4,17000
3,60,1,18680
4,55,5,16500
6,135,2,48000
10,198,6,65000
2,45,1,20000
9,343,2,175000
6,130,1,55000
10,180,2,120000
3,52,0,15500
3,43,8,13500
8,200,1,90000
4,120,1,27000
9,220,6,40000
8,181,5,54000
10,202,2,105000
1,25,8,12000
8,144,3,44000
3,64,5,20000
1,38,2,22000
5,99,2,52000
3,76,2,45000
7,200,3,119000
7,126,2,71000
3,40,2,22000
4,57,4,14000
6,79,8,18000
3,58,5,16000
6,102,1,29000
3,41,2,18500
1,39,1,12000
4,80,2,22500
3,42,1,13000
3,76,3,25000
4,57,1,19000
8,133,6,27500
5,100,3,27999
3,61,1,18700
2,35,0,10990
7,150,2,71000
5,87,2,45000
3,62,9,18500
5,98,1,26000
7,100,6,35000
2,40,2,21000
3,88,6,28000
5,95,7,25000
5,88,6,29000
4,64,6,14500
1,35,2,21000
3,55,0,12500
3,53,2,24000
3,42,2,24000
5,100,0,23000
6,93,2,24000
3,60,6,18000
7,148,2,71000
6,96,2,45000
5,100,3,31000
3,88,3,27000
6,107,1,22000
1,31,4,15000
4,86,5,22500
7,100,5,30000
6,108,2,38000
6,73,0,20000
6,100,2,50000
10,307,1,150000
10,220,0,65000
10,225,0,55000
3,56,3,17500
6,75,1,9500
7,92,3,37000
8,200,1,35000
5,97,2,38000
3,53,2,24000
5,96,2,39000
5,100,1,30000
5,80,1,23000
6,106,2,50000
9,185,5,54000
3,68,2,26000
1,50,0,20000
3,45,6,15000
2,47,6,14500
8,176,7,33500
5,100,3,27999
3,173,3,40000
4,106,1,42000
4,74,1,19370
7,116,6,42000
5,92,9,20000
5,76,0,26000
7,118,5,35000
3,58,1,18000
3,53,0,14900
8,198,6,65000
4,55,4,14000
9,133,5,55000
5,87,4,20000
4,68,8,13000
3,55,5,31500
8,198,6,65000
6,70,4,20000
1,38,2,20000
3,85,1,15900
4,80,4,25000
6,110,1,54500
5,136,2,50000
11,14,3,6000
5,117,5,25000
3,48,8,16300
2,30,4,10800
5,68,4,16000
4,57,4,14000
9,235,1,70000
5,62,1,30000
4,84,1,32000
5,86,3,28000
5,100,3,35000
7,200,3,119000
5,89,5,25000
5,89,5,25000
,386,6,100000
10.0,183.0,2.0,
3,35,3,13000
3,71,6,20900
3,85,1,30000
7,120,1,80000
4,80,0,23000
8,140,1,33000
3,45,2,24000
6,73,5,19500
8,200,7,60000
9,146,8,48000
4,53,1,14000
3,56,0,18000
12,151,2,32000
1,46,5,15000
11,20,5,4800
6,101,6,37000
3,30,5,12000
3,56,2,24000
3,40,3,19000
1,20,9,11000
4,70,6,18000
3,49,6,18000
7,78,3,20000
3,42,2,24000
3,57,9,16500
5,84,5,29000
8,122,6,30000
5,100,2,38000
5,103,1,33000
1,35,2,21000
3,56,3,17500
4,76,1,41500
4,77,1,38000
3,65,1,35000
8,200,1,90000
7,112,1,32000
1,40,0,14000
9,235,1,70000
5,90,6,22000
7,223,1,40000
3,64,5,20000
6,105,5,60000
1,34,2,23600
3,50,2,26000
1,41,2,24100
5,74,1,27000
8,160,1,60000
3,36,2,14000
5,93,2,35900
3,60,9,13800
3,45,2,19000
3,38,2,18000
3,53,2,20000
5,97,2,35000
3,42,6,12490
5,97,4,35000
5,65,5,14500
5,75,5,18000
3,67,5,20000
10,185,2,120000
11,17,3,10500
1,35,2,11000
4,85,8,20000
1,35,2,21000
12,140,1,39000
5,76,8,28000
9,220,6,45000
3,48,2,24000
1,35,2,21000
5,110,2,40000
3,42,2,24000
3,42,2,24000
2,40,2,21000
1,22,7,9500
4,67,0,27000
7,122,1,50000
5,86,8,31000
8.0,134.0,1.0,
3,59,9,17000
3,65,7,24000
3,58,5,20000
1,43,2,28000
5,106,6,34000
3,77,5,25000
4,50,2,19000
7,128,6,36000
6,117,0,28000
1,46,0,16000
1,59,5,25000
1,34,1,11700
3,53,9,13250
5,92,3,30000
7,194,7,75000
7,174,2,50000
3,67,6,22000
8,130,1,45000
3,38,2,21000
3,67,7,25000
8.0,134.0,1.0,
6,30,6,37000
7,106,6,42000
3,64,5,20000
3,54,5,15000
1,35,1,20500
3,46,5,22000
3,45,5,22000
3,70,5,21000
5,64,6,25000
7,135,2,31000
1,40,6,23000
7,90,6,35000
5,177,3,29990
2,32,2,17000
4,50,2,19000
5,60,5,19000
1,28,6,9500
1,25,1,15000
6,145,1,60000
5,67,9,22500
7,240,3,70000
5,95,1,39000
3,65,1,19000
3,150,1,37000
3,40,5,14000
2,38,4,14000
5,67,0,15000
3,89,2,23500
3,53,0,16000
9,137,2,45000
7,110,6,45000
1,45,5,20000
3,57,4,23000
5,65,9,15000
3,60,9,15500
1,30,0,13000
5,84,0,29000
3,70,4,15000
3,73,8,32000
3,68,0,25000
2,41,0,16500
5,85,2,45000
3,57,4,14500
,280,2,89000
3,70,5,31000
3,55,2,24000
1,24,1,10500
1,35,2,17000
7,155,5,45000
3,56,8,25000
3,55,3,16000
3,73,6,20000
3,75,4,19000
3,49,9,16500
1,38,3,15000
3,91,8,32000
3,70,0,24000
4,106,3,20000
7,183,0,120000
4,80,4,25000
3,89,8,32000
6,103,1,37000
5,120,1,49500
11,12,0,6000
6,85,7,25000
3,80,0,15000
3,75,8,32000
5,75,5,25000
1,30,1,13000
3,68,5,22500
5,85,2,28000
2,34,0,14999
7,72,4,18000
5,95,7,29990
1,27,3,13900
5,93,3,60194
6,105,2,25000
2,35,9,13000
1,20,7,10000
7,142,2,87000
6,107,3,37000
5,95,3,22800
5,73,1,36400
5,116,3,50000
3,55,6,12500
4,120,5,39900
5,102,1,33000
10,182,3,35000
8,130,0,39999
3,60,1,15000
3,74,1,31000
8,181,5,54000
3,84,3,22000
7,100,5,30000
6,104,0,23000
1,58,3,28000
5,128,2,39000
4,78,5,17300
3,92,1,47000
5,87,2,30000
4,92,1,47000
9,200,2,105000
9,170,6,55000
5,100,3,19000
3,80,1,40000
6,110,1,42980
5,140,1,75000
5,140,1,75000
3,50,2,26000
5,81,5,25000
10,225,1,55000
5,138,1,50000
5,100,5,30000
7,143,1,56000
3,71,4,17000
6,70,9,14990
2,52,3,20000
3,67,2,23400
12,131,2,29999
,280,2,65000
6,83,5,16600
7,129,6,52000
3,63,0,19900
3,53,8,23000
7,97,4,37000
5,72,6,18990
3,50,1,17000
4,79,2,27400
5,70,7,15000
3,52,5,19000
9,170,1,70000
8,147,6,38000
8,120,1,55000
7,130,1,60000
7,120,7,45000
5,78,0,30000
4,55,9,15000
7,129,4,35000
6,67,8,24000
3,40,6,12000
5,97,9,20000
3,42,2,26000
1,32,6,15000
8,115,2,48000
3,45,8,15000
3,63,1,17000
3,63,5,17000
3.0,56.0,7.0,
5,100,1,30000
1,35,0,13000
4,77,2,26900
3.0,56.0,7.0,
4,57,2,20990
1,33,4,14900
1,38,5,10350
3,80,3,22000
6,67,4,15000
7,117,1,29900
5,70,8,24000
7,130,4,29000
3,65,3,18000
3,58,1,18000
4,77,1,85000
4,53,6,20490
